,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
Label,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
['1'],0.0007983873037940825,0.0008771351163940396,0.0010098966340380373,0.0008841887895027718,0.0010376092003835183,0.0009732751275362879,0.0007073987186545958,0.0008114864510019857,0.0005874257038399067,0.0007937819522848849,0.0005912168891875596,0.0008224841325927517,0.0006640902531180726,0.00044683134918392463,0.0008564080542543884,0.000597185718967722,0.0007307778552674679,0.0003799774162527568,0.0007418762372235637,0.0010843141362153004,0.0009254790753818973,0.0007687969595664233,0.000758042695656867,0.0007338588017411219,0.0007860475876951748,0.0007991681953636578,0.0007242743480087891,0.0006335412170901137,0.0008827615498266423,0.000689529319676041,0.0010811985220959205,0.000819004392742585,0.0008702901241181167,0.0009775340975263559,0.0010334118678667274,0.000782636537470176,0.001000182792345359,0.0005855166135465455,0.0007431898349884978,0.0005293597370757007,0.0007757059609237501,0.0006605660650736932,0.0011936541901445793,0.0009865105618850215,0.0005298672038833594,0.0008872320630723244,0.0008801652943081836,0.0008938520504998848,0.0007138034977970431,0.0005987320150338598,0.0006801734016255885,0.0007953284432693103,0.0011003399253418412,0.0006271181832673675,0.0006001342198095791,0.0006108067394374214,0.000803305732755998,0.0009725358645135893,0.0004431970508549752,0.0009294231201876507,0.000645321461482102,0.0006695670873197517,0.001009824095264947,0.0007546820833993812,0.0006731076989264724,0.0009249187300603662,0.000747673633878996,0.0005030991740894565,0.0007967002569450435,0.0006859986967170038,0.0007999185758531235,0.0008556483911837496,0.0008030701549650737,0.0008896914227796365,0.0006822838569698423,0.0008502832682940264,0.0011036870790811673,0.000734696768736151
['1'],0.0007983873037940825,0.0008771351163940396,0.0010098966340380373,0.0008841887895027718,0.0010376092003835183,0.0009732751275362879,0.0007073987186545958,0.0008114864510019857,0.0005874257038399067,0.0007937819522848849,0.0005912168891875596,0.0008224841325927517,0.0006640902531180726,0.00044683134918392463,0.0008564080542543884,0.000597185718967722,0.0007307778552674679,0.0003799774162527568,0.0007418762372235637,0.0010843141362153004,0.0009254790753818973,0.0007687969595664233,0.000758042695656867,0.0007338588017411219,0.0007860475876951748,0.0007991681953636578,0.0007242743480087891,0.0006335412170901137,0.0008827615498266423,0.000689529319676041,0.0010811985220959205,0.000819004392742585,0.0008702901241181167,0.0009775340975263559,0.0010334118678667274,0.000782636537470176,0.001000182792345359,0.0005855166135465455,0.0007431898349884978,0.0005293597370757007,0.0007757059609237501,0.0006605660650736932,0.0011936541901445793,0.0009865105618850215,0.0005298672038833594,0.0008872320630723244,0.0008801652943081836,0.0008938520504998848,0.0007138034977970431,0.0005987320150338598,0.0006801734016255885,0.0007953284432693103,0.0011003399253418412,0.0006271181832673675,0.0006001342198095791,0.0006108067394374214,0.000803305732755998,0.0009725358645135893,0.0004431970508549752,0.0009294231201876507,0.000645321461482102,0.0006695670873197517,0.001009824095264947,0.0007546820833993812,0.0006731076989264724,0.0009249187300603662,0.000747673633878996,0.0005030991740894565,0.0007967002569450435,0.0006859986967170038,0.0007999185758531235,0.0008556483911837496,0.0008030701549650737,0.0008896914227796365,0.0006822838569698423,0.0008502832682940264,0.0011036870790811673,0.000734696768736151
['2'],0.01064306487357216,0.010010483522154156,0.008084468046793851,0.008532052175863818,0.007590222516238999,0.0,0.0126037755588339,0.009801021957186818,0.0,0.01056689611084388,0.0,0.010570556578597508,0.010576887914609267,0.01298061654044531,0.007154134539296768,0.01129474039930142,0.009672805547133276,0.0,0.011231032564484917,0.006747400191289268,0.00774343051460237,0.010369536273490604,0.009953349796162535,0.0,0.010558111668453963,0.011199204484880147,0.011054522216397362,0.012367216542425572,0.009958270844253783,0.0,0.010879759567342929,0.011820461401133738,0.0,0.0104798120673211,0.010099576393675052,0.01169739989323698,0.008631937379193065,0.014064503819854898,0.010068915989788525,0.01486599823087463,0.010584173091956233,0.011318886709994168,0.008904594506097475,0.008742919960745612,0.014199778102179868,0.010536862198113004,0.009041876375308613,0.010097135484373134,0.0,0.012185206676807852,0.011215542488857382,0.0,0.0060204154709561615,0.010472477643542333,0.011212385265604405,0.010292741936747726,0.008388277509965784,0.00687633333913411,0.012097336001299069,0.0068169072678242884,0.01078989549801114,0.01059961740525029,0.006536118903774906,0.01023789130386569,0.010587640674605683,0.007648493883555375,0.009801443582321562,0.013100757658732228,0.009993014681503327,0.012427333060450567,0.00966496239881962,0.009553433225506627,0.011210166507382085,0.009889634915097256,0.012222524149237128,0.010939818470940228,0.007514241731286558,0.010685591702902706
['2'],0.01064306487357216,0.010010483522154156,0.008084468046793851,0.008532052175863818,0.007590222516238999,0.0,0.0126037755588339,0.009801021957186818,0.0,0.01056689611084388,0.0,0.010570556578597508,0.010576887914609267,0.01298061654044531,0.007154134539296768,0.01129474039930142,0.009672805547133276,0.0,0.011231032564484917,0.006747400191289268,0.00774343051460237,0.010369536273490604,0.009953349796162535,0.0,0.010558111668453963,0.011199204484880147,0.011054522216397362,0.012367216542425572,0.009958270844253783,0.0,0.010879759567342929,0.011820461401133738,0.0,0.0104798120673211,0.010099576393675052,0.01169739989323698,0.008631937379193065,0.014064503819854898,0.010068915989788525,0.01486599823087463,0.010584173091956233,0.011318886709994168,0.008904594506097475,0.008742919960745612,0.014199778102179868,0.010536862198113004,0.009041876375308613,0.010097135484373134,0.0,0.012185206676807852,0.011215542488857382,0.0,0.0060204154709561615,0.010472477643542333,0.011212385265604405,0.010292741936747726,0.008388277509965784,0.00687633333913411,0.012097336001299069,0.0068169072678242884,0.01078989549801114,0.01059961740525029,0.006536118903774906,0.01023789130386569,0.010587640674605683,0.007648493883555375,0.009801443582321562,0.013100757658732228,0.009993014681503327,0.012427333060450567,0.00966496239881962,0.009553433225506627,0.011210166507382085,0.009889634915097256,0.012222524149237128,0.010939818470940228,0.007514241731286558,0.010685591702902706
['3'],0.0038014555667840334,0.00372530059458746,0.004272405095694218,0.004366975902907064,0.004666911891410352,0.004176729123649113,0.0037261082443434293,0.003933288450160884,0.0035811719166570907,0.003820131325923217,0.00353084235856183,0.0037431205406873447,0.0037733841688160318,0.003619744590158762,0.004854325781694881,0.003750841936376881,0.004082548521039814,0.0046270520888305735,0.003817574498227829,0.005791064152196631,0.0047023844850496675,0.004128807139101892,0.004085266677386237,0.0037396391640191033,0.004054463636290641,0.004026861080702689,0.0038809163776960015,0.0038126838432971885,0.004145128507879449,0.0038971649576166824,0.00470702197731721,0.004261102935204563,0.004322046503488804,0.0045887172747469404,0.004644151224489874,0.004219068448099237,0.005319862805676605,0.0036878911173295575,0.00434050180526415,0.003811540280309024,0.004053479749704134,0.0037421578428035915,0.00562794157249285,0.0049502067478113835,0.003491709747896819,0.004434215419886708,0.004651077381123163,0.004159926686042311,0.0035032081585024866,0.0035619504032233986,0.0034558098005445653,0.0035838740907576834,0.005333621006444071,0.0034399567995054303,0.0033477548432989807,0.003420384739831663,0.003888552357064288,0.005173554282292838,0.003454313965894497,0.004802309688745134,0.0036268904097094185,0.0036993722953855704,0.005328351600187828,0.0038620868164577537,0.003780461980629923,0.004702658292187086,0.003856696875524653,0.003622662470216616,0.003753401426058562,0.0034305017707685704,0.0038626659002670275,0.004132403845740987,0.0038593850206476215,0.004204533137606443,0.0038120547916384844,0.0038036356955707612,0.005589904297876391,0.0038361073285091475
['3'],0.0038014555667840334,0.00372530059458746,0.004272405095694218,0.004366975902907064,0.004666911891410352,0.004176729123649113,0.0037261082443434293,0.003933288450160884,0.0035811719166570907,0.003820131325923217,0.00353084235856183,0.0037431205406873447,0.0037733841688160318,0.003619744590158762,0.004854325781694881,0.003750841936376881,0.004082548521039814,0.0046270520888305735,0.003817574498227829,0.005791064152196631,0.0047023844850496675,0.004128807139101892,0.004085266677386237,0.0037396391640191033,0.004054463636290641,0.004026861080702689,0.0038809163776960015,0.0038126838432971885,0.004145128507879449,0.0038971649576166824,0.00470702197731721,0.004261102935204563,0.004322046503488804,0.0045887172747469404,0.004644151224489874,0.004219068448099237,0.005319862805676605,0.0036878911173295575,0.00434050180526415,0.003811540280309024,0.004053479749704134,0.0037421578428035915,0.00562794157249285,0.0049502067478113835,0.003491709747896819,0.004434215419886708,0.004651077381123163,0.004159926686042311,0.0035032081585024866,0.0035619504032233986,0.0034558098005445653,0.0035838740907576834,0.005333621006444071,0.0034399567995054303,0.0033477548432989807,0.003420384739831663,0.003888552357064288,0.005173554282292838,0.003454313965894497,0.004802309688745134,0.0036268904097094185,0.0036993722953855704,0.005328351600187828,0.0038620868164577537,0.003780461980629923,0.004702658292187086,0.003856696875524653,0.003622662470216616,0.003753401426058562,0.0034305017707685704,0.0038626659002670275,0.004132403845740987,0.0038593850206476215,0.004204533137606443,0.0038120547916384844,0.0038036356955707612,0.005589904297876391,0.0038361073285091475
['4'],0.0023064522106071243,0.0023671458009410554,0.0025105414178012452,0.002461090702830864,0.002617468400353663,0.0024443601243410574,0.002255533180831193,0.002405665542811492,0.0022468176365029826,0.0026398945238526894,0.0025145658677301398,0.002663511196752258,0.0019138696051480527,0.0018380263025302502,0.0021044947117308025,0.001866412675796741,0.0019419850288811093,0.0017187871856617833,0.002197508622839027,0.002627713778519265,0.002329416264406628,0.0021178302748148907,0.002097835648022149,0.002237354102574043,0.0020402479822834523,0.002005529880046125,0.0,0.0019053708944141285,0.001996715607819872,0.001954385595760959,0.0025698061888779844,0.002420559810989984,0.0025625328734478225,0.002351073924291474,0.0025003348819832905,0.0023649887833052663,0.0023925661975573533,0.002020240493833653,0.0020615398348292034,0.0019265690970441949,0.002001699044271589,0.00176852412291441,0.002645021049680291,0.0024331488929351256,0.0019122759678456215,0.0022787680690929783,0.002305883385475126,0.0022511500914938866,0.002395208758399174,0.002466322689455373,0.00236734850852277,0.002463444931572284,0.002966733154171852,0.002421561563404499,0.002413454978373115,0.0023882975761329675,0.002629343664191669,0.002814431298019623,0.0022916182374570723,0.0027574116494966518,0.0022450508461558847,0.002263323374069305,0.0026736593902817684,0.0024525912172134886,0.0023738404048416597,0.002567443009787246,0.002067716497556073,0.0019616585166841167,0.0019594278010848735,0.0019862638926892748,0.0019986921896771753,0.002102142914749347,0.002258945427123776,0.002205736125626515,0.002257198457829064,0.0023450213997488517,0.002620928567339645,0.00232334752874704
['4'],0.0023064522106071243,0.0023671458009410554,0.0025105414178012452,0.002461090702830864,0.002617468400353663,0.0024443601243410574,0.002255533180831193,0.002405665542811492,0.0022468176365029826,0.0026398945238526894,0.0025145658677301398,0.002663511196752258,0.0019138696051480527,0.0018380263025302502,0.0021044947117308025,0.001866412675796741,0.0019419850288811093,0.0017187871856617833,0.002197508622839027,0.002627713778519265,0.002329416264406628,0.0021178302748148907,0.002097835648022149,0.002237354102574043,0.0020402479822834523,0.002005529880046125,0.0,0.0019053708944141285,0.001996715607819872,0.001954385595760959,0.0025698061888779844,0.002420559810989984,0.0025625328734478225,0.002351073924291474,0.0025003348819832905,0.0023649887833052663,0.0023925661975573533,0.002020240493833653,0.0020615398348292034,0.0019265690970441949,0.002001699044271589,0.00176852412291441,0.002645021049680291,0.0024331488929351256,0.0019122759678456215,0.0022787680690929783,0.002305883385475126,0.0022511500914938866,0.002395208758399174,0.002466322689455373,0.00236734850852277,0.002463444931572284,0.002966733154171852,0.002421561563404499,0.002413454978373115,0.0023882975761329675,0.002629343664191669,0.002814431298019623,0.0022916182374570723,0.0027574116494966518,0.0022450508461558847,0.002263323374069305,0.0026736593902817684,0.0024525912172134886,0.0023738404048416597,0.002567443009787246,0.002067716497556073,0.0019616585166841167,0.0019594278010848735,0.0019862638926892748,0.0019986921896771753,0.002102142914749347,0.002258945427123776,0.002205736125626515,0.002257198457829064,0.0023450213997488517,0.002620928567339645,0.00232334752874704
['5'],0.00014779766917502485,0.0001463326495080895,0.0001338987513915778,0.0001440133580156807,0.00014337763284808444,0.00014224251329949647,0.00022691043797838973,0.00020580494009804392,0.00021008865602665722,0.00022094043116346963,0.0,0.00020905024865102863,0.00013917364716961746,0.00015186579787688628,0.00014375824951273834,0.00016425999514665216,0.000136105193120871,0.0,0.00017053707433368684,0.0002023925346666904,0.00017451452988293933,0.00018553441153080358,0.0001975155632995507,0.00017556032561080327,0.0002001771628684139,0.00018247977197072206,0.00021075470109071032,0.00021628728880129517,0.00018225554474360093,0.0002160545041268351,0.00021934747384308746,0.00024799548709818615,0.00024419759964548846,0.00023158146096394553,0.00025065370644792,0.00022847973089738018,0.0002257534022907249,0.0002814242348282528,0.00023505095764099756,0.00025168990619141583,0.00022936057134902686,0.00020065107123514006,0.0002926603944374563,0.00029624857307794186,0.0,0.0002635692228786077,0.0002732850385262949,0.0002400014560798685,0.00020528286271930354,0.00019015816160845476,0.0001996184127325134,0.00017619189172947655,0.00015983403907551916,0.0,0.00019973872742142784,0.00013067340699216942,0.00014603720831752494,0.00013083804294317046,0.00013645195922659586,0.0,0.00016148820572257176,0.00016173664440956566,0.00015958101437669266,0.00017168497242981578,0.00015868321409977508,0.00015693939113469514,0.0,0.0002107920937136743,0.00019222211159143453,0.0001795528680666776,0.000183494771476748,0.00018453382086271343,0.0002074914606896345,0.0002038570416367629,0.0002050484766852842,0.0002161092630095914,0.00020049617379110134,0.00022022833786130444
