,60,11,16,42,19,52,76,1,77,38,13,30,17,28,36,47,37,18,54,75,27,68,49,73,33,61,21
Label,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1
['45'],6841.864819,7968.594717,8161.789333,7308.321251,7008.97638,7865.405758,7299.951973,8054.435203,6666.256474,7645.541127,7360.619502,7247.381885,7348.240926,7694.777301,8092.789556,7386.812222,7410.216924,7554.491513,6980.01443,7263.818744,8244.006403,7040.85071,7690.846348,7463.390488,7353.404325,7302.018116,7405.21923
['45'],6841.864819,7968.594717,8161.789333,7308.321251,7008.97638,7865.405758,7299.951973,8054.435203,6666.256474,7645.541127,7360.619502,7247.381885,7348.240926,7694.777301,8092.789556,7386.812222,7410.216924,7554.491513,6980.01443,7263.818744,8244.006403,7040.85071,7690.846348,7463.390488,7353.404325,7302.018116,7405.21923
['62'],12001.94932,16149.28524,15401.45056,13227.08376,14446.55923,11862.7408,12858.31974,15236.60183,13235.88386,12375.2445,13284.9906,15250.93983,15236.18998,15234.20764,15090.39278,12603.56645,13965.3172,13002.50138,10462.06656,11853.93659,14586.91395,13781.71823,13388.28531,13818.63797,15355.26712,12244.43705,13285.11899
['62'],12001.94932,16149.28524,15401.45056,13227.08376,14446.55923,11862.7408,12858.31974,15236.60183,13235.88386,12375.2445,13284.9906,15250.93983,15236.18998,15234.20764,15090.39278,12603.56645,13965.3172,13002.50138,10462.06656,11853.93659,14586.91395,13781.71823,13388.28531,13818.63797,15355.26712,12244.43705,13285.11899
['87'],7558.449477,8833.53177,8232.262854,7483.085455,8981.253742,8463.527143,8248.776095,9091.628513,12100.49212,7071.394145,7914.723891,8329.844937,0.0,7944.239578,8459.010593,7530.008109,9955.320358,7789.914564,8249.417901,7653.453548,8235.730476,7902.281052,7625.506288,7331.976094,8437.994163,8313.27491,7217.899295
['87'],7558.449477,8833.53177,8232.262854,7483.085455,8981.253742,8463.527143,8248.776095,9091.628513,12100.49212,7071.394145,7914.723891,8329.844937,0.0,7944.239578,8459.010593,7530.008109,9955.320358,7789.914564,8249.417901,7653.453548,8235.730476,7902.281052,7625.506288,7331.976094,8437.994163,8313.27491,7217.899295
['90'],1535.538553,1487.774501,2218.124219,2014.06579,2018.117627,1875.428225,1916.873524,2185.558104,2015.406616,2108.862588,2145.158012,1687.403899,2156.417728,2304.124297,1919.183661,2199.162851,2715.41218,1915.431524,1683.067628,1850.459963,1794.694066,1836.083914,1893.790577,2290.872556,1651.560609,2038.296859,1058.235994
['90'],1535.538553,1487.774501,2218.124219,2014.06579,2018.117627,1875.428225,1916.873524,2185.558104,2015.406616,2108.862588,2145.158012,1687.403899,2156.417728,2304.124297,1919.183661,2199.162851,2715.41218,1915.431524,1683.067628,1850.459963,1794.694066,1836.083914,1893.790577,2290.872556,1651.560609,2038.296859,1058.235994
