,12,35,66,65,53,14,7,20,40,4,55,5,56,67,43,10,74,15,22,78,32,23,46,71,26,63,58,41,2,9,57,70,45,39,51,34,69,6,59,50,62,29,72,44,48,8,64,24,25,31,3
Label,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1
['1'],12943.0372,16294.63279,14891.44209,10851.16805,17752.85981,7028.408469,11137.74901,17258.98937,8427.195675,13917.89515,9631.873391,16315.10418,9848.574329,12063.08201,19065.73038,12474.0,14498.61682,13595.11937,12136.14154,11834.47534,12929.38625,11971.1412,14124.27554,12901.98629,12698.22252,16257.40691,15677.96497,12355.48824,13777.03722,9380.385078,12906.72526,11010.83338,8427.602675,11821.44571,10907.66277,15631.91325,12866.99318,15418.48791,7124.603578,9618.480278,10746.38598,13994.44641,13834.37955,15713.36707,14237.88301,12742.40786,12134.47248,11685.79049,12574.13587,17109.88794,15944.49653
['1'],12943.0372,16294.63279,14891.44209,10851.16805,17752.85981,7028.408469,11137.74901,17258.98937,8427.195675,13917.89515,9631.873391,16315.10418,9848.574329,12063.08201,19065.73038,12474.0,14498.61682,13595.11937,12136.14154,11834.47534,12929.38625,11971.1412,14124.27554,12901.98629,12698.22252,16257.40691,15677.96497,12355.48824,13777.03722,9380.385078,12906.72526,11010.83338,8427.602675,11821.44571,10907.66277,15631.91325,12866.99318,15418.48791,7124.603578,9618.480278,10746.38598,13994.44641,13834.37955,15713.36707,14237.88301,12742.40786,12134.47248,11685.79049,12574.13587,17109.88794,15944.49653
['2'],166343.7647,159248.1118,123142.8233,170683.337,97133.24891,204177.8747,198442.1021,107398.1278,236660.7568,134301.8697,179953.5366,119346.7358,165958.9318,158138.0062,142229.2984,166055.0,161163.7737,113568.8911,163692.3226,172123.2172,186606.2166,157185.0194,167741.3962,155887.3817,177947.5102,105226.5886,110851.3497,168585.3052,157233.2489,0.0,134774.5806,199468.7371,225849.2072,160159.8113,179859.0697,167584.449,161390.7497,0.0,194470.4352,195752.3018,170121.2351,157868.7786,154462.7707,139259.2395,160834.037,153901.0529,164614.2303,0.0,168894.5208,172171.4035,127639.5706
['2'],166343.7647,159248.1118,123142.8233,170683.337,97133.24891,204177.8747,198442.1021,107398.1278,236660.7568,134301.8697,179953.5366,119346.7358,165958.9318,158138.0062,142229.2984,166055.0,161163.7737,113568.8911,163692.3226,172123.2172,186606.2166,157185.0194,167741.3962,155887.3817,177947.5102,105226.5886,110851.3497,168585.3052,157233.2489,0.0,134774.5806,199468.7371,225849.2072,160159.8113,179859.0697,167584.449,161390.7497,0.0,194470.4352,195752.3018,170121.2351,157868.7786,154462.7707,139259.2395,160834.037,153901.0529,164614.2303,0.0,168894.5208,172171.4035,127639.5706
['3'],58903.6876,73228.0528,75714.07233,60944.82105,86052.52234,56936.56808,58666.29005,92176.16123,60678.19956,68739.97212,53729.89863,73381.34018,55149.87175,62224.54369,89892.71558,60032.0,68518.04267,77060.38977,65176.88085,61791.91132,67268.80367,64515.23709,70590.41597,62301.41916,63984.00031,85782.44521,83401.34875,64564.05378,58512.76957,57186.4176,62477.42906,55062.32532,55536.07054,69041.58807,55419.40895,73378.95481,60618.77115,66167.15631,55529.74144,57221.84357,59374.00945,65712.85165,66813.94349,78848.03134,66262.13975,61762.6648,62098.18309,59549.11173,64857.87558,74488.28029,67453.78282
['3'],58903.6876,73228.0528,75714.07233,60944.82105,86052.52234,56936.56808,58666.29005,92176.16123,60678.19956,68739.97212,53729.89863,73381.34018,55149.87175,62224.54369,89892.71558,60032.0,68518.04267,77060.38977,65176.88085,61791.91132,67268.80367,64515.23709,70590.41597,62301.41916,63984.00031,85782.44521,83401.34875,64564.05378,58512.76957,57186.4176,62477.42906,55062.32532,55536.07054,69041.58807,55419.40895,73378.95481,60618.77115,66167.15631,55529.74144,57221.84357,59374.00945,65712.85165,66813.94349,78848.03134,66262.13975,61762.6648,62098.18309,59549.11173,64857.87558,74488.28029,67453.78282
['4'],41914.39462,39424.78311,41336.52791,38268.67706,47865.20653,28911.13091,35512.59253,41825.22634,30670.21087,38739.69311,38734.82301,41156.40997,38508.62258,33360.85767,42247.79555,41485.0,35945.18512,33407.97261,33431.82833,37424.41808,38212.67995,33129.38295,36276.80901,32237.15514,31866.4642,43043.90126,45370.62016,31883.17513,37180.42431,35878.60472,42245.7041,31881.14041,30414.98312,32791.59656,37964.2002,37596.42116,31645.45754,38723.20987,36838.8541,39620.858,36325.7798,31653.99487,33988.07647,38755.75505,35857.84876,37775.08729,39435.01679,35627.08689,32637.15294,40666.99595,39637.04559
['4'],41914.39462,39424.78311,41336.52791,38268.67706,47865.20653,28911.13091,35512.59253,41825.22634,30670.21087,38739.69311,38734.82301,41156.40997,38508.62258,33360.85767,42247.79555,41485.0,35945.18512,33407.97261,33431.82833,37424.41808,38212.67995,33129.38295,36276.80901,32237.15514,31866.4642,43043.90126,45370.62016,31883.17513,37180.42431,35878.60472,42245.7041,31881.14041,30414.98312,32791.59656,37964.2002,37596.42116,31645.45754,38723.20987,36838.8541,39620.858,36325.7798,31653.99487,33988.07647,38755.75505,35857.84876,37775.08729,39435.01679,35627.08689,32637.15294,40666.99595,39637.04559
['5'],3289.723215,3952.257789,2526.766708,2558.13182,2578.758821,2388.76449,3572.626638,3221.474744,4006.802823,2266.894628,3205.713106,2254.433573,2106.962282,0.0,4674.539929,3472.0,3322.101413,2282.102034,2928.825161,3547.432008,3915.033264,3119.199896,4195.885702,2959.610012,2899.475684,2569.134068,2109.201654,3653.2681,2298.42623,3354.828502,2346.382017,2881.968614,0.0,3738.805355,3201.198876,3703.258349,3104.455631,2253.385923,2193.530203,3054.843371,2595.8331,2889.302841,2983.598104,4718.715392,3822.906321,3231.662689,2760.508854,2795.580265,3202.16598,3471.157813,2114.026431
['5'],3289.723215,3952.257789,2526.766708,2558.13182,2578.758821,2388.76449,3572.626638,3221.474744,4006.802823,2266.894628,3205.713106,2254.433573,2106.962282,0.0,4674.539929,3472.0,3322.101413,2282.102034,2928.825161,3547.432008,3915.033264,3119.199896,4195.885702,2959.610012,2899.475684,2569.134068,2109.201654,3653.2681,2298.42623,3354.828502,2346.382017,2881.968614,0.0,3738.805355,3201.198876,3703.258349,3104.455631,2253.385923,2193.530203,3054.843371,2595.8331,2889.302841,2983.598104,4718.715392,3822.906321,3231.662689,2760.508854,2795.580265,3202.16598,3471.157813,2114.026431
['6'],5366.296134,5486.62408,4974.090258,4482.534069,6314.438048,3103.033644,5255.308143,4955.934572,3962.574988,5077.238842,3451.982596,5458.848589,4352.244224,4199.866228,5712.185056,5569.0,4941.29699,3640.587731,4531.432793,4815.286768,5510.37599,4556.764506,4685.539486,4345.78224,4353.841579,5479.212202,4961.614797,4561.532607,4203.53888,4686.908857,4481.622136,4406.576921,4320.121336,4423.41093,4205.896788,5785.912288,3784.834775,5061.793008,3556.839811,4550.466616,4248.861433,4171.510464,4667.701424,4850.911123,4947.290533,5169.389661,4974.22239,4259.01414,4325.612565,6586.637217,4316.71784
['6'],5366.296134,5486.62408,4974.090258,4482.534069,6314.438048,3103.033644,5255.308143,4955.934572,3962.574988,5077.238842,3451.982596,5458.848589,4352.244224,4199.866228,5712.185056,5569.0,4941.29699,3640.587731,4531.432793,4815.286768,5510.37599,4556.764506,4685.539486,4345.78224,4353.841579,5479.212202,4961.614797,4561.532607,4203.53888,4686.908857,4481.622136,4406.576921,4320.121336,4423.41093,4205.896788,5785.912288,3784.834775,5061.793008,3556.839811,4550.466616,4248.861433,4171.510464,4667.701424,4850.911123,4947.290533,5169.389661,4974.22239,4259.01414,4325.612565,6586.637217,4316.71784
['7'],26449.5822,23407.79755,28461.99346,23942.44246,30264.36717,24742.28347,18506.29145,28691.88245,16826.89837,23190.2855,24208.08039,26942.1354,27953.43851,25005.55016,21628.45129,28947.0,24119.31728,19227.89623,22926.72962,20764.17783,23344.66344,26212.49003,27646.51773,32022.4104,26706.18425,25848.61118,22386.39801,22686.40259,23913.46563,28274.69164,25926.05954,21340.43709,26767.3389,16603.57986,16650.08966,17971.85379,17312.93972,19006.39139,23472.30253,26825.82307,27581.86123,29215.60364,34369.54107,27876.49456,27432.62004,29814.5237,21337.70676,19146.29207,24400.07003,21744.685,28420.92573
['7'],26449.5822,23407.79755,28461.99346,23942.44246,30264.36717,24742.28347,18506.29145,28691.88245,16826.89837,23190.2855,24208.08039,26942.1354,27953.43851,25005.55016,21628.45129,28947.0,24119.31728,19227.89623,22926.72962,20764.17783,23344.66344,26212.49003,27646.51773,32022.4104,26706.18425,25848.61118,22386.39801,22686.40259,23913.46563,28274.69164,25926.05954,21340.43709,26767.3389,16603.57986,16650.08966,17971.85379,17312.93972,19006.39139,23472.30253,26825.82307,27581.86123,29215.60364,34369.54107,27876.49456,27432.62004,29814.5237,21337.70676,19146.29207,24400.07003,21744.685,28420.92573
['8'],22483.23453,22074.6412,15132.143,13877.05265,21990.43012,9316.554174,21596.01521,19670.11135,15546.68184,18692.57105,13617.43988,17938.57993,12586.01693,15226.36612,29252.6887,22612.0,14216.39366,10826.83596,16424.16906,13471.39342,21128.29246,14618.54897,22302.75513,14951.72995,11993.60133,17266.46359,15401.295,16897.9996,16165.18811,20683.91328,13650.59441,14904.44844,17823.50775,15494.56935,18340.83975,21375.50912,14060.36616,17871.68145,12088.44882,18326.86723,13739.30893,12435.91091,16764.53069,24567.12009,22335.80407,21132.87154,16135.0762,15249.8241,13836.01121,23103.72781,17246.60508
